		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
08/24/23	9:15 p	---	---	---	---	---	0.4	SW	0.40	1.3	SW	---	---	---	1011.1	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1240	338	1	98.8	15
08/24/23	9:30 p	---	---	---	---	---	0.4	SW	0.40	1.3	SW	---	---	---	1011.3	0.00	0.0	---	---	30.4	74	25.3	37.1	13.81	1.1242	333	1	97.4	15
08/24/23	9:45 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1011.6	0.00	0.0	---	---	30.3	74	25.2	36.8	13.82	1.1251	332	1	97.1	15
08/24/23	10:00 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1011.9	0.00	0.0	---	---	30.3	75	25.4	37.0	14.19	1.1249	334	1	97.7	15
08/24/23	10:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.9	0.00	0.0	---	---	30.3	75	25.4	37.0	14.19	1.1250	335	1	98.0	15
08/24/23	10:30 p	---	---	---	---	---	0.0	SW	0.00	0.9	SW	---	---	---	1012.0	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1258	340	1	99.4	15
08/24/23	10:45 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1012.1	0.00	0.0	---	---	30.2	74	25.1	36.5	13.82	1.1263	339	1	99.1	15
08/24/23	11:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.1	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1258	339	1	99.1	15
08/24/23	11:15 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.9	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1256	342	1	100.0	15
08/24/23	11:30 p	---	---	---	---	---	0.0	SW	0.00	0.4	SW	---	---	---	1011.6	0.00	0.0	---	---	30.2	75	25.3	36.7	14.19	1.1253	338	1	98.8	15
08/24/23	11:45 p	---	---	---	---	---	0.0	SW	0.00	0.9	SW	---	---	---	1011.5	0.00	0.0	---	---	30.1	75	25.2	36.4	14.20	1.1258	331	1	96.8	15
08/25/23	12:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.3	0.00	0.0	---	---	30.1	75	25.2	36.4	14.20	1.1256	334	1	97.7	15
08/25/23	12:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.2	0.00	0.0	---	---	30.0	75	25.1	36.1	14.21	1.1262	330	1	96.5	15
08/25/23	12:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.2	0.00	0.0	---	---	30.0	76	25.3	36.3	14.49	1.1256	337	1	98.5	15
08/25/23	12:45 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.0	0.00	0.0	---	---	30.0	76	25.3	36.3	14.49	1.1254	335	1	98.0	15
08/25/23	1:00 a	---	---	---	---	---	0.4	SE	0.40	1.8	SSE	---	---	---	1010.8	0.00	0.0	---	---	29.8	76	25.1	35.8	14.51	1.1265	333	1	97.4	15
08/25/23	1:15 a	---	---	---	---	---	1.3	ESE	1.21	1.8	SE	---	---	---	1010.7	0.00	0.0	---	---	29.6	77	25.1	35.4	14.84	1.1272	333	1	97.4	15
08/25/23	1:30 a	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1010.5	0.00	0.0	---	---	29.3	78	25.1	35.2	15.15	1.1278	324	1	94.7	15
08/25/23	1:45 a	---	---	---	---	---	1.3	E	1.21	3.6	E	---	---	---	1010.3	0.00	0.0	---	---	29.1	78	24.9	34.7	15.16	1.1289	326	1	95.3	15
08/25/23	2:00 a	---	---	---	---	---	0.9	E	0.80	3.1	E	---	---	---	1010.2	0.00	0.0	---	---	29.1	78	24.9	34.7	15.16	1.1287	326	1	95.3	15
08/25/23	2:15 a	---	---	---	---	---	2.2	E	2.01	3.6	E	---	---	---	1010.0	0.00	0.0	---	---	29.0	79	25.0	34.7	15.47	1.1287	324	1	94.7	15
08/25/23	2:30 a	---	---	---	---	---	1.8	E	1.61	3.6	ESE	---	---	---	1009.9	0.00	0.0	---	---	28.9	79	24.9	34.5	15.47	1.1291	328	1	95.9	15
08/25/23	2:45 a	---	---	---	---	---	1.8	E	1.61	4.0	E	---	---	---	1009.8	0.00	0.0	---	---	28.8	79	24.8	34.2	15.47	1.1297	327	1	95.6	15
08/25/23	3:00 a	---	---	---	---	---	2.7	E	2.41	4.0	E	---	---	---	1009.8	0.00	0.0	---	---	28.8	79	24.8	34.2	15.47	1.1297	324	1	94.7	15
08/25/23	3:15 a	---	---	---	---	---	2.2	E	2.01	4.0	E	---	---	---	1009.7	0.00	0.0	---	---	28.8	79	24.8	34.2	15.47	1.1296	329	1	96.2	15
08/25/23	3:30 a	---	---	---	---	---	2.2	E	2.01	4.0	E	---	---	---	1009.7	0.00	0.0	---	---	28.8	80	25.0	34.4	15.80	1.1292	322	1	94.2	15
08/25/23	3:45 a	---	---	---	---	---	2.2	E	2.01	4.5	E	---	---	---	1009.7	0.00	0.0	---	---	28.8	80	25.0	34.4	15.80	1.1291	326	1	95.3	15
08/25/23	4:00 a	---	---	---	---	---	2.7	E	2.41	4.0	E	---	---	---	1009.6	0.00	0.0	---	---	28.8	79	24.8	34.2	15.47	1.1294	328	1	95.9	15
08/25/23	4:15 a	---	---	---	---	---	2.2	E	2.01	3.6	E	---	---	---	1009.5	0.00	0.0	---	---	28.8	79	24.8	34.2	15.47	1.1293	321	1	93.9	15
08/25/23	4:30 a	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1009.5	0.00	0.0	---	---	28.9	79	24.9	34.5	15.47	1.1288	335	1	98.0	15
08/25/23	4:45 a	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1009.6	0.00	0.0	---	---	28.9	79	24.9	34.5	15.47	1.1288	330	1	96.5	15
08/25/23	5:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	29.1	79	25.1	34.9	15.46	1.1275	329	1	96.2	15
08/25/23	5:15 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	29.2	78	25.0	34.9	15.16	1.1272	331	1	96.8	15
08/25/23	5:30 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.5	0.00	0.0	---	---	29.2	78	25.0	34.9	15.16	1.1272	325	1	95.0	15
08/25/23	5:45 a	---	---	---	---	---	0.0	E	0.00	1.3	E	---	---	---	1009.5	0.00	0.0	---	---	29.2	78	25.0	34.9	15.16	1.1272	334	1	97.7	15
08/25/23	6:00 a	---	---	---	---	---	0.4	E	0.40	1.3	E	---	---	---	1009.6	0.00	0.0	---	---	29.3	78	25.1	35.2	15.15	1.1267	326	1	95.3	15
08/25/23	6:15 a	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1009.7	0.00	0.0	---	---	29.3	78	25.1	35.2	15.15	1.1268	320	1	93.6	15
08/25/23	6:30 a	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1009.8	0.00	0.0	---	---	29.3	77	24.9	34.9	14.85	1.1274	329	1	96.2	15
08/25/23	6:45 a	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1010.0	0.00	0.0	---	---	29.3	77	24.9	34.9	14.85	1.1276	327	1	95.6	15
08/25/23	7:00 a	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1010.1	0.00	0.0	---	---	29.4	77	25.0	35.2	14.85	1.1272	329	1	96.2	15
08/25/23	7:15 a	---	---	---	---	---	1.3	E	1.21	2.2	E	---	---	---	1010.3	0.00	0.0	---	---	29.4	77	25.0	35.2	14.85	1.1273	323	1	94.4	15
08/25/23	7:30 a	---	---	---	---	---	1.8	E	1.61	3.1	E	---	---	---	1010.5	0.00	0.0	---	---	29.4	77	25.0	35.2	14.85	1.1275	328	1	95.9	15
08/25/23	7:45 a	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1010.7	0.00	0.0	---	---	29.6	76	24.9	35.2	14.54	1.1276	325	1	95.0	15
08/25/23	8:00 a	---	---	---	---	---	1.3	E	1.21	2.7	E	---	---	---	1010.8	0.00	0.0	---	---	29.7	77	25.2	35.7	14.83	1.1267	328	1	95.9	15
08/25/23	8:15 a	---	---	---	---	---	1.3	E	1.21	2.7	E	---	---	---	1011.0	0.00	0.0	---	---	29.8	78	25.5	36.2	15.10	1.1258	327	1	95.6	15
08/25/23	8:30 a	---	---	---	---	---	1.3	E	1.21	2.7	E	---	---	---	1011.1	0.00	0.0	---	---	29.9	77	25.4	36.2	14.80	1.1257	322	1	94.2	15
08/25/23	8:45 a	---	---	---	---	---	1.3	E	1.21	2.7	E	---	---	---	1011.4	0.00	0.0	---	---	29.9	76	25.2	36.1	14.50	1.1265	327	1	95.6	15
08/25/23	9:00 a	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1011.5	0.00	0.0	---	---	30.0	75	25.1	36.1	14.21	1.1264	320	1	93.6	15
08/25/23	9:15 a	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1011.7	0.00	0.0	---	---	30.1	76	25.4	36.6	14.48	1.1255	327	1	95.6	15
08/25/23	9:30 a	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1011.9	0.00	0.0	---	---	30.2	76	25.5	36.9	14.47	1.1251	329	1	96.2	15
08/25/23	9:45 a	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1012.1	0.00	0.0	---	---	30.2	76	25.5	36.9	14.47	1.1253	323	1	94.4	15
08/25/23	10:00 a	---	---	---	---	---	0.4	E	0.40	2.7	E	---	---	---	1012.1	0.00	0.0	---	---	30.2	76	25.5	36.9	14.47	1.1253	325	1	95.0	15
08/25/23	10:15 a	---	---	---	---	---	1.3	E	1.21	2.7	E	---	---	---	1012.0	0.00	0.0	---	---	30.1	76	25.4	36.6	14.48	1.1259	325	1	95.0	15
08/25/23	10:30 a	---	---	---	---	---	0.9	E	0.80	2.7	E	---	---	---	1012.0	0.00	0.0	---	---	30.1	77	25.6	36.8	14.78	1.1254	329	1	96.2	15
08/25/23	10:45 a	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1012.1	0.00	0.0	---	---	30.1	77	25.6	36.8	14.78	1.1255	334	1	97.7	15
08/25/23	11:00 a	---	---	---	---	---	1.8	E	1.61	3.6	E	---	---	---	1012.0	0.00	0.0	---	---	30.1	77	25.6	36.8	14.78	1.1254	338	1	98.8	15
08/25/23	11:15 a	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1011.8	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1242	331	1	96.8	15
08/25/23	11:30 a	---	---	---	---	---	1.3	E	1.21	3.6	E	---	---	---	1011.9	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1241	324	1	94.7	15
08/25/23	11:45 a	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1011.7	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1239	322	1	94.2	15
08/25/23	12:00 p	---	---	---	---	---	0.9	SSE	0.80	3.1	S	---	---	---	1011.6	0.00	0.0	---	---	30.6	78	26.3	38.4	14.99	1.1219	336	1	98.2	15
08/25/23	12:15 p	---	---	---	---	---	1.3	E	1.21	3.6	S	---	---	---	1011.3	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1220	323	1	94.4	15
08/25/23	12:30 p	---	---	---	---	---	1.3	SSE	1.21	3.6	SSE	---	---	---	1011.2	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1218	334	1	97.7	15
08/25/23	12:45 p	---	---	---	---	---	1.3	SSE	1.21	3.6	SSE	---	---	---	1010.8	0.00	0.0	---	---	30.6	76	25.8	37.8	14.43	1.1220	325	1	95.0	15
08/25/23	1:00 p	---	---	---	---	---	0.9	SE	0.80	3.1	SSW	---	---	---	1010.7	0.00	0.0	---	---	30.8	76	26.1	38.3	14.41	1.1205	315	1	92.1	15
08/25/23	1:15 p	---	---	---	---	---	0.9	SSE	0.80	3.1	SSW	---	---	---	1010.5	0.00	0.0	---	---	30.8	75	25.8	37.9	14.15	1.1208	334	1	97.7	15
08/25/23	1:30 p	---	---	---	---	---	1.8	S	1.61	3.6	SSE	---	---	---	1010.4	0.00	0.0	---	---	31.1	75	26.1	38.4	14.13	1.1191	327	1	95.6	15
08/25/23	1:45 p	---	---	---	---	---	1.3	S	1.21	3.1	SSE	---	---	---	1010.2	0.00	0.0	---	---	31.1	75	26.1	38.4	14.13	1.1188	335	1	98.0	15
08/25/23	2:00 p	---	---	---	---	---	0.4	SSE	0.40	2.2	SE	---	---	---	1010.2	0.00	0.0	---	---	31.2	73	25.7	38.2	13.49	1.1191	338	1	98.8	15
08/25/23	2:15 p	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1010.0	0.00	0.0	---	---	31.2	74	26.0	38.5	13.79	1.1184	331	1	96.8	15
08/25/23	2:30 p	---	---	---	---	---	0.4	ENE	0.40	2.2	ENE	---	---	---	1009.9	0.00	0.0	---	---	31.3	74	26.1	38.9	13.78	1.1177	338	1	98.8	15
08/25/23	2:45 p	---	---	---	---	---	0.0	ENE	0.00	1.3	ENE	---	---	---	1010.0	0.00	0.0	---	---	31.2	75	26.2	38.8	14.13	1.1179	336	1	98.2	15
08/25/23	3:00 p	---	---	---	---	---	0.0	N	0.00	1.3	NE	---	---	---	1009.7	0.00	0.0	---	---	31.3	75	26.3	39.2	14.12	1.1169	340	1	99.4	15
08/25/23	3:15 p	---	---	---	---	---	0.0	N	0.00	1.3	N	---	---	---	1009.4	0.00	0.0	---	---	31.5	75	26.5	40.2	14.10	1.1153	335	1	98.0	15
08/25/23	3:30 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.1	0.00	0.0	---	---	31.4	75	26.4	39.7	14.11	1.1156	340	1	99.4	15
08/25/23	3:45 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1009.1	0.00	0.0	---	---	31.3	74	26.1	38.9	13.78	1.1168	339	1	99.1	15
08/25/23	4:00 p	---	---	---	---	---	0.9	ENE	0.80	2.7	ENE	---	---	---	1009.0	0.00	0.0	---	---	31.1	75	26.1	38.4	14.13	1.1175	322	1	94.2	15
08/25/23	4:15 p	---	---	---	---	---	0.9	SSE	0.80	2.2	SSE	---	---	---	1009.1	0.00	0.0	---	---	31.4	73	26.0	39.1	13.48	1.1166	330	1	96.5	15
08/25/23	4:30 p	---	---	---	---	---	0.4	SE	0.40	3.1	SSE	---	---	---	1009.0	0.00	0.0	---	---	31.5	73	26.1	39.5	13.48	1.1158	327	1	95.6	15
08/25/23	4:45 p	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1008.9	0.00	0.0	---	---	31.5	74	26.3	39.8	13.78	1.1153	330	1	96.5	15
08/25/23	5:00 p	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1009.1	0.00	0.0	---	---	31.5	74	26.3	39.8	13.78	1.1154	307	1	89.8	15
08/25/23	5:15 p	---	---	---	---	---	0.4	E	0.40	2.2	ESE	---	---	---	1009.0	0.00	0.0	---	---	31.4	74	26.2	39.4	13.78	1.1160	314	1	91.8	15
08/25/23	5:30 p	---	---	---	---	---	0.4	E	0.40	2.2	ENE	---	---	---	1009.1	0.00	0.0	---	---	31.3	73	25.9	38.7	13.48	1.1173	297	1	86.8	15
08/25/23	5:45 p	---	---	---	---	---	0.9	E	0.80	1.8	ESE	---	---	---	1009.3	0.00	0.0	---	---	31.1	73	25.6	37.9	13.49	1.1188	316	1	92.4	15
08/25/23	6:00 p	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1009.5	0.00	0.0	---	---	30.8	73	25.4	37.4	13.50	1.1206	304	1	88.9	15
08/25/23	6:15 p	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1009.4	0.00	0.0	---	---	30.7	75	25.7	37.8	14.16	1.1201	327	1	95.6	15
08/25/23	6:30 p	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1009.4	0.00	0.0	---	---	30.8	75	25.8	37.9	14.15	1.1195	335	1	98.0	15
08/25/23	6:45 p	---	---	---	---	---	0.9	ESE	0.80	2.7	ESE	---	---	---	1009.5	0.00	0.0	---	---	30.7	75	25.7	37.8	14.16	1.1203	331	1	96.8	15
08/25/23	7:00 p	---	---	---	---	---	0.4	ESE	0.40	2.2	ESE	---	---	---	1009.7	0.00	0.0	---	---	30.7	75	25.7	37.8	14.16	1.1205	325	1	95.0	15
08/25/23	7:15 p	---	---	---	---	---	0.4	E	0.40	2.2	E	---	---	---	1009.7	0.00	0.0	---	---	30.6	75	25.6	37.6	14.17	1.1211	333	1	97.4	15
08/25/23	7:30 p	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1010.0	0.00	0.0	---	---	30.4	75	25.5	37.3	14.18	1.1221	325	1	95.0	15
08/25/23	7:45 p	---	---	---	---	---	0.4	E	0.40	1.8	E	---	---	---	1010.2	0.00	0.0	---	---	30.4	76	25.7	37.6	14.44	1.1218	322	1	94.2	15
08/25/23	8:00 p	---	---	---	---	---	0.4	ESE	0.40	2.7	ESE	---	---	---	1010.2	0.00	0.0	---	---	30.6	76	25.8	37.8	14.43	1.1213	340	1	99.4	15
08/25/23	8:15 p	---	---	---	---	---	0.9	ESE	0.80	2.7	ESE	---	---	---	1010.4	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1210	335	1	98.0	15
08/25/23	8:30 p	---	---	---	---	---	0.9	SSE	0.80	3.1	SSE	---	---	---	1010.7	0.00	0.0	---	---	30.7	77	26.2	38.3	14.72	1.1206	332	1	97.1	15
08/25/23	8:45 p	---	---	---	---	---	0.9	SE	0.80	3.1	SE	---	---	---	1010.9	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1215	332	1	97.1	15
08/25/23	9:00 p	---	---	---	---	---	0.9	E	0.80	3.1	E	---	---	---	1011.1	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1218	330	1	96.5	15
08/25/23	9:15 p	---	---	---	---	---	0.9	E	0.80	3.6	E	---	---	---	1011.3	0.00	0.0	---	---	30.4	77	26.0	37.8	14.74	1.1227	325	1	95.0	15
08/25/23	9:30 p	---	---	---	---	---	0.9	E	0.80	2.7	SE	---	---	---	1011.4	0.00	0.0	---	---	30.3	77	25.8	37.4	14.75	1.1235	326	1	95.3	15
08/25/23	9:45 p	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1011.4	0.00	0.0	---	---	30.2	77	25.7	37.2	14.77	1.1241	327	1	95.6	15
08/25/23	10:00 p	---	---	---	---	---	0.9	E	0.80	2.2	E	---	---	---	1011.5	0.00	0.0	---	---	30.1	77	25.6	36.8	14.78	1.1248	325	1	95.0	15
08/25/23	10:15 p	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1011.4	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1242	330	1	96.5	15
08/25/23	10:30 p	---	---	---	---	---	1.8	E	1.61	3.1	E	---	---	---	1011.5	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1245	330	1	96.5	15
08/25/23	10:45 p	---	---	---	---	---	2.2	E	2.01	3.1	E	---	---	---	1011.3	0.00	0.0	---	---	29.9	79	25.8	36.7	15.40	1.1249	330	1	96.5	15
08/25/23	11:00 p	---	---	---	---	---	1.3	E	1.21	3.1	E	---	---	---	1011.3	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1243	321	1	93.9	15
08/25/23	11:15 p	---	---	---	---	---	0.4	ENE	0.40	2.7	ENE	---	---	---	1011.3	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1228	333	1	97.4	15
08/25/23	11:30 p	---	---	---	---	---	0.9	ENE	0.80	3.1	E	---	---	---	1011.4	0.00	0.0	---	---	30.4	78	26.2	38.1	15.01	1.1223	330	1	96.5	15
08/25/23	11:45 p	---	---	---	---	---	0.9	ENE	0.80	3.1	E	---	---	---	1011.4	0.00	0.0	---	---	30.6	78	26.3	38.4	14.99	1.1217	327	1	95.6	15
08/26/23	12:00 a	---	---	---	---	---	0.9	ENE	0.80	3.1	ENE	---	---	---	1011.4	0.00	0.0	---	---	30.6	78	26.3	38.4	14.99	1.1216	330	1	96.5	15
08/26/23	12:15 a	---	---	---	---	---	0.4	NNE	0.40	2.7	ENE	---	---	---	1011.5	0.00	0.0	---	---	30.6	77	26.1	38.1	14.73	1.1222	273	1	79.8	15
08/26/23	12:30 a	---	---	---	---	---	0.4	NNE	0.40	2.2	NNE	---	---	---	1011.3	0.00	0.0	---	---	30.4	77	26.0	37.8	14.74	1.1227	325	1	95.0	15
08/26/23	12:45 a	---	---	---	---	---	0.4	NNE	0.40	2.7	NNE	---	---	---	1011.2	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1227	335	1	98.0	15
08/26/23	1:00 a	---	---	---	---	---	0.4	NNE	0.40	3.1	ENE	---	---	---	1010.8	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1223	327	1	95.6	15
08/26/23	1:15 a	---	---	---	---	---	0.9	NNE	0.80	3.6	NE	---	---	---	1010.6	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1220	328	1	95.9	15
08/26/23	1:30 a	---	---	---	---	---	0.4	NNE	0.40	2.2	NNE	---	---	---	1010.3	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1217	333	1	97.4	15
08/26/23	1:45 a	---	---	---	---	---	0.9	NNE	0.80	2.7	NNE	---	---	---	1010.2	0.00	0.0	---	---	30.2	79	26.2	37.6	15.37	1.1217	332	1	97.1	15
08/26/23	2:00 a	---	---	---	---	---	0.0	NNE	0.00	2.7	NNW	---	---	---	1010.0	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1213	332	1	97.1	15
08/26/23	2:15 a	---	---	---	---	---	0.0	N	0.00	1.8	NNE	---	---	---	1009.8	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1218	330	1	96.5	15
08/26/23	2:30 a	---	---	---	---	---	0.0	N	0.00	2.2	N	---	---	---	1009.6	0.00	0.0	---	---	30.3	78	26.1	37.7	15.02	1.1208	332	1	97.1	15
08/26/23	2:45 a	---	---	---	---	---	0.4	NNE	0.40	2.2	NNE	---	---	---	1009.4	0.00	0.0	---	---	30.2	78	26.0	37.4	15.04	1.1213	333	1	97.4	15
08/26/23	3:00 a	---	---	---	---	---	0.4	NNE	0.40	2.2	N	---	---	---	1009.3	0.00	0.0	---	---	30.2	79	26.2	37.6	15.37	1.1207	321	1	93.9	15
08/26/23	3:15 a	---	---	---	---	---	0.4	NNE	0.40	2.2	NNE	---	---	---	1009.2	0.00	0.0	---	---	30.1	78	25.8	37.1	15.05	1.1217	327	1	95.6	15
08/26/23	3:30 a	---	---	---	---	---	0.4	NNE	0.40	2.7	NNE	---	---	---	1009.2	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1212	337	1	98.5	15
08/26/23	3:45 a	---	---	---	---	---	0.4	NNE	0.40	2.2	NE	---	---	---	1009.1	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1218	333	1	97.4	15
08/26/23	4:00 a	---	---	---	---	---	0.4	NNE	0.40	3.1	ENE	---	---	---	1008.9	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1216	339	1	99.1	15
08/26/23	4:15 a	---	---	---	---	---	0.9	ENE	0.80	3.1	ENE	---	---	---	1008.9	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1216	334	1	97.7	15
08/26/23	4:30 a	---	---	---	---	---	0.4	NE	0.40	3.1	ENE	---	---	---	1009.1	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1217	333	1	97.4	15
08/26/23	4:45 a	---	---	---	---	---	0.4	NNE	0.40	2.7	NNE	---	---	---	1009.0	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1217	326	1	95.3	15
08/26/23	5:00 a	---	---	---	---	---	0.4	ENE	0.40	3.1	ENE	---	---	---	1009.1	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1218	332	1	97.1	15
08/26/23	5:15 a	---	---	---	---	---	0.4	ENE	0.40	2.2	ENE	---	---	---	1009.2	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1212	335	1	98.0	15
08/26/23	5:30 a	---	---	---	---	---	0.9	ENE	0.80	3.6	ENE	---	---	---	1009.4	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1214	326	1	95.3	15
08/26/23	5:45 a	---	---	---	---	---	1.3	NE	1.21	3.6	NE	---	---	---	1009.4	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1221	333	1	97.4	15
08/26/23	6:00 a	---	---	---	---	---	1.3	ENE	1.21	3.6	ENE	---	---	---	1009.4	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1221	325	1	95.0	15
08/26/23	6:15 a	---	---	---	---	---	1.8	ENE	1.61	4.9	ENE	---	---	---	1009.6	0.00	0.0	---	---	30.1	79	26.1	37.3	15.38	1.1217	330	1	96.5	15
08/26/23	6:30 a	---	---	---	---	---	1.3	ENE	1.21	4.0	ENE	---	---	---	1009.7	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1224	333	1	97.4	15
08/26/23	6:45 a	---	---	---	---	---	1.8	E	1.61	4.0	E	---	---	---	1009.8	0.00	0.0	---	---	30.0	79	26.0	36.9	15.39	1.1225	320	1	93.6	15
08/26/23	7:00 a	---	---	---	---	---	1.8	E	1.61	4.0	E	---	---	---	1010.0	0.00	0.0	---	---	29.9	79	25.8	36.7	15.40	1.1234	325	1	95.0	15
08/26/23	7:15 a	---	---	---	---	---	2.2	E	2.01	4.0	E	---	---	---	1010.0	0.00	0.0	---	---	29.9	79	25.8	36.7	15.40	1.1235	326	1	95.3	15
08/26/23	7:30 a	---	---	---	---	---	3.1	E	2.82	4.5	E	---	---	---	1010.2	0.00	0.0	---	---	29.7	79	25.6	36.1	15.43	1.1250	328	1	95.9	15
08/26/23	7:45 a	---	---	---	---	---	4.0	E	3.62	4.9	E	---	---	---	1010.4	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1247	334	1	97.7	15
08/26/23	8:00 a	---	---	---	---	---	4.0	E	3.62	4.9	E	---	---	---	1010.5	0.00	0.0	---	---	29.7	79	25.6	36.1	15.43	1.1254	328	1	95.9	15
08/26/23	8:15 a	---	---	---	---	---	3.1	E	2.82	4.0	E	---	---	---	1010.8	0.00	0.0	---	---	29.7	79	25.6	36.1	15.43	1.1256	331	1	96.8	15
08/26/23	8:30 a	---	---	---	---	---	3.6	E	3.22	4.0	E	---	---	---	1010.7	0.00	0.0	---	---	29.8	79	25.7	36.4	15.41	1.1249	329	1	96.2	15
08/26/23	8:45 a	---	---	---	---	---	3.6	E	3.22	4.5	E	---	---	---	1010.9	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1253	321	1	93.9	15
08/26/23	9:00 a	---	---	---	---	---	3.6	E	3.22	4.5	E	---	---	---	1011.1	0.00	0.0	---	---	29.7	80	25.8	36.3	15.73	1.1256	326	1	95.3	15
